major_city,uszip_county,inc_tot,np_cnt,inc_rank,nbr_np_rank,inc_rank_seq,np_cnt_rank_seq,dc_place,Count_Person,Median_Age_Person,dc_all_names,dc_name,dc_usCensusGeoId,dc_latitude,dc_longitude,dc_musicbrainzAreaId,dc_fips553,dc_wikidataId,dc_contained,dc_zip,dc_county,dc_county_name,cnty_sub_o_ind,NAME,cnty_sub_B01001_001E,cnty_sub_state,cnty_sub_county,county subdivision,cnty_sub_name,acs5_name,place_B01001_001E,state,acs5_place_fips,acs5_city,cnty_B01001_001E,state_fips,cnty_fips,county_name,state_name,city_population,city_pop_src
Tarrytown,Westchester County,1045748543.0,206,33.0,67.0,33,67,geoId/3673176,11860.0,43.5,['Tarrytown'],Tarrytown,1600000US3673176,41.065205,-73.859722222222,a523e51c-3a75-4546-9ee1-c368c177a6fa,3673176,Q1020341,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,,,,,,,,"Tarrytown village, New York",11776.0,36,73176,Tarrytown,997904.0,36.0,119,Westchester County, New York,11776.0,Census ACS5 Places
Latham,Albany County,1044004496.0,206,34.0,67.0,34,68,geoId/3641399,13680.0,41.8,['Latham'],Latham,1600000US3641399,42.742235,-73.750377,616d4f5d-a7ad-4df6-8cf8-cbff3b897887,36-41399,Q14706769,"['geoId/36', 'geoId/36001', 'geoId/3617343']",,geoId/36001,Albany County,,,,,,,,"Latham CDP, New York",13660.0,36,41399,Latham,315041.0,36.0,001,Albany County, New York,13660.0,Census ACS5 Places
Freeport,Nassau County,40952186.0,205,298.0,69.0,298,69,geoId/3627485,44472.0,39.7,['Freeport'],Freeport,1600000US3627485,40.652407,-73.584993,,,,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Freeport village, New York",44210.0,36,27485,Freeport,1389160.0,36.0,059,Nassau County, New York,44210.0,Census ACS5 Places
Oneonta,Otsego County,403169113.0,205,75.0,69.0,75,70,geoId/3654881,13079.0,21.9,['Oneonta'],Oneonta,1600000US3654881,42.454818,-75.062222222222,92c387cd-0ebc-4c05-a757-ee3423c9c706,36-54881,Q1019805,"['geoId/36', 'geoId/36077', 'zip/13820']",13820,geoId/36077,Otsego County,691.0,"Oneonta city, Otsego County, New York",14097.0, New York,Otsego County,54881,Oneonta,"Oneonta city, New York",14097.0,36,54881,Oneonta,59678.0,36.0,077,Otsego County, New York,14097.0,Census ACS5 County Subdivision
Elmhurst,Queens County,69684870.0,204,234.0,71.0,234,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Jackson Heights,Queens County,102959533.0,203,183.0,72.0,183,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Springfield Gardens,Queens County,41403126.0,202,295.0,73.0,295,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Syosset,Nassau County,122698856.0,202,167.0,73.0,167,74,geoId/3672554,19259.0,43.2,['Syosset'],Syosset,1600000US3672554,40.8128,-73.5008,d10f48e4-8a40-428f-8d24-61f63066245e,36-72554,Q3056724,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Syosset CDP, New York",18807.0,36,72554,Syosset,1389160.0,36.0,059,Nassau County, New York,18807.0,Census ACS5 Places
Plattsburgh,Clinton County,605801445.0,202,55.0,73.0,55,75,geoId/3658574,19841.0,29.9,['Plattsburgh'],Plattsburgh,1600000US3658574,44.695277777778,-73.456414,01079e84-092a-4bfd-a9d9-178d60089b9d,36-58574,Q998669,"['geoId/36', 'geoId/36019']",,geoId/36019,Clinton County,200.0,"Plattsburgh city, Clinton County, New York",19907.0, New York,Clinton County,58574,Plattsburgh,"Plattsburgh city, New York",19907.0,36,58574,Plattsburgh,79839.0,36.0,019,Clinton County, New York,19907.0,Census ACS5 County Subdivision
Rye,Westchester County,380644518.0,200,78.0,76.0,78,76,geoId/3664309,16592.0,42.7,['Rye'],Rye,1600000US3664309,40.944738,-73.6839,21abf809-ac23-4af8-8c69-6cd09fa92320,36-64309,Q1379757,"['geoId/36', 'geoId/36119']",,geoId/36119,Westchester County,992.0,"Rye town, Westchester County, New York",48989.0, New York,Westchester County,64320,Rye,"Rye city, New York",16447.0,36,64309,Rye,997904.0,36.0,119,Westchester County, New York,48989.0,Census ACS5 County Subdivision
Jericho,Nassau County,181050101.0,198,128.0,77.0,128,77,geoId/3638539,14808.0,44.1,['Jericho'],Jericho,1600000US3638539,40.7867,-73.5367,,36-38539,Q3476975,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Jericho CDP, New York",14281.0,36,38539,Jericho,1389160.0,36.0,059,Nassau County, New York,14281.0,Census ACS5 Places
Rockville Centre,Nassau County,1715219328.0,189,19.0,78.0,19,78,geoId/3663264,26016.0,43.8,['Rockville Centre'],Rockville Centre,1600000US3663264,40.663333333333,-73.636944444444,7efc915a-2630-4e12-baa6-ed32ebaa5b0a,36-63264,Q961808,"['geoId/36', 'geoId/36059', 'geoId/3634000']",,geoId/36059,Nassau County,,,,,,,,"Rockville Centre village, New York",25784.0,36,63264,Rockville Centre,1389160.0,36.0,059,Nassau County, New York,25784.0,Census ACS5 Places
Port Chester,Westchester County,754647393.0,189,45.0,78.0,45,79,geoId/3659223,31693.0,38.2,['Port Chester'],Port Chester,1600000US3659223,41.004701,-73.667175,9dabe508-7555-4a2b-a046-6982c1ffcb7c,36-59223,Q2037513,"['geoId/36', 'geoId/36119', 'geoId/3664320', 'zip/10573']",10573,geoId/36119,Westchester County,,,,,,,,"Port Chester village, New York",31288.0,36,59223,Port Chester,997904.0,36.0,119,Westchester County, New York,31288.0,Census ACS5 Places
Patchogue,Suffolk County,246016273.0,189,107.0,78.0,107,80,geoId/3656660,12408.0,37.6,['Patchogue'],Patchogue,1600000US3656660,40.763333333333,-73.017777777778,e419c9ab-1ac7-4279-80f4-8319f8797382,36-56660,Q580140,"['geoId/36', 'geoId/36103', 'zip/11772']",11772,geoId/36103,Suffolk County,,,,,,,,"Patchogue village, New York",12343.0,36,56660,Patchogue,1524486.0,36.0,103,Suffolk County, New York,12343.0,Census ACS5 Places
Hauppauge,Suffolk County,450040436.0,188,66.0,81.0,66,81,geoId/3632732,20083.0,45.2,['Hauppauge'],Hauppauge,1600000US3632732,40.8183,-73.2069,32ae53bf-fb50-4846-841f-9fef52bb2d44,36-32732,Q3476502,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Hauppauge CDP, New York",20401.0,36,32732,Hauppauge,1524486.0,36.0,103,Suffolk County, New York,20401.0,Census ACS5 Places
Endicott,Broome County,61231203.0,188,251.0,81.0,251,82,geoId/3624515,13667.0,36.5,['Endicott'],Endicott,1600000US3624515,42.097489,-76.0547,,36-24515,Q3459600,"['geoId/36', 'geoId/36007', 'zip/13760']",13760,geoId/36007,Broome County,,,,,,,,"Endicott village, New York",13540.0,36,24515,Endicott,198365.0,36.0,007,Broome County, New York,13540.0,Census ACS5 Places
Mineola,Nassau County,314462198.0,187,89.0,83.0,89,83,geoId/3647636,20800.0,41.9,['Mineola'],Mineola,1600000US3647636,40.747026,-73.6381,4647e9ad-bc42-4743-8d6b-d1728a5a9dee,36-47636,Q2349502,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Mineola village, New York",20940.0,36,47636,Mineola,1389160.0,36.0,059,Nassau County, New York,20940.0,Census ACS5 Places
Rome,Oneida County,298870639.0,187,93.0,83.0,93,84,geoId/3663418,32127.0,39.9,['Rome'],Rome,1600000US3663418,43.219444444444,-75.463333333333,903b6946-4d44-4b3c-a361-5c1ec762d8a9,36-63418,Q6586,"['geoId/36', 'geoId/36065']",,geoId/36065,Oneida County,568.0,"Rome city, Oneida County, New York",32031.0, New York,Oneida County,63418,Rome,"Rome city, New York",32031.0,36,63418,Rome,231055.0,36.0,065,Oneida County, New York,32031.0,Census ACS5 County Subdivision
Baldwin,Nassau County,36140042.0,186,320.0,85.0,320,85,geoId/3604143,24033.0,42.0,['Baldwin'],Baldwin,1600000US3604143,40.650127,-73.607709,e10aa2a4-16d8-4041-823d-f5b3c4e36156,36-04143,Q607108,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Baldwin CDP, New York",33776.0,36,04143,Baldwin,1389160.0,36.0,059,Nassau County, New York,33776.0,Census ACS5 Places
East Hampton,Suffolk County,289474993.0,185,96.0,86.0,96,86,geoId/3622194,28385.0,,['East Hampton'],East Hampton,,40.96343,-72.1848,4ad04968-5647-49ca-a601-5e029631c91e,36-22194,Q994372,['geoId/36103'],,geoId/36103,Suffolk County,863.0,"East Hampton town, Suffolk County, New York",28053.0, New York,Suffolk County,22194,East Hampton,"East Hampton village, New York",1270.0,36,22183,East Hampton,1524486.0,36.0,103,Suffolk County, New York,28053.0,Census ACS5 County Subdivision
Massapequa,Nassau County,32585010.0,185,328.0,86.0,328,87,geoId/3645986,21355.0,43.9,['Massapequa'],Massapequa,1600000US3645986,40.668302,-73.47115,731629ae-c6c7-457c-8bab-e7aa2366954c,36-45986,Q954079,"['geoId/36', 'geoId/36059', 'zip/11758']",11758,geoId/36059,Nassau County,,,,,,,,"Massapequa CDP, New York",21845.0,36,45986,Massapequa,1389160.0,36.0,059,Nassau County, New York,21845.0,Census ACS5 Places
Oswego,Oswego County,290272891.0,185,95.0,86.0,95,88,geoId/3655574,16921.0,36.9,['Oswego'],Oswego,1600000US3655574,43.454722222222,-76.503689,2ccbeea5-3e13-4b44-9a70-612120dff0e5,3655574,Q1017583,"['geoId/36', 'geoId/36075', 'zip/13126']",13126,geoId/36075,Oswego County,666.0,"Oswego city, Oswego County, New York",17092.0, New York,Oswego County,55574,Oswego,"Oswego city, New York",17092.0,36,55574,Oswego,118037.0,36.0,075,Oswego County, New York,17092.0,Census ACS5 County Subdivision
Manhasset,Nassau County,99452111.0,184,188.0,89.0,188,89,geoId/3644897,8176.0,43.0,['Manhasset'],Manhasset,1600000US3644897,40.784977,-73.693333333333,37e243ec-44ce-44d5-aafc-516a2e58c301,36-44897,Q286148,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Manhasset CDP, New York",7720.0,36,44897,Manhasset,1389160.0,36.0,059,Nassau County, New York,7720.0,Census ACS5 Places
Elmont,Nassau County,100774762.0,181,187.0,90.0,187,90,geoId/3624273,35265.0,39.2,['Elmont'],Elmont,1600000US3624273,40.699176,-73.7025,,36-24273,Q3300920,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"Elmont CDP, New York",37866.0,36,24273,Elmont,1389160.0,36.0,059,Nassau County, New York,37866.0,Census ACS5 Places
Orchard Park,Erie County,470975372.0,181,63.0,90.0,63,91,geoId/3655266,3108.0,47.1,"['Orchard Park', 'Orchard Park (village), New York']",Orchard Park,1600000US3655266,42.762198,-78.741367,,36-55266,Q3461757,"['geoId/36', 'geoId/36029', 'zip/14127']",14127,geoId/36029,Erie County,304.0,"Orchard Park town, Erie County, New York",29703.0, New York,Erie County,55277,Orchard Park,"Orchard Park village, New York",3084.0,36,55266,Orchard Park,951232.0,36.0,029,Erie County, New York,29703.0,Census ACS5 County Subdivision
Glens Falls,Warren County,130300558.0,181,161.0,90.0,161,92,geoId/3629333,14830.0,36.6,['Glens Falls'],Glens Falls,1600000US3629333,43.31116,-73.645286,0584575e-006d-4efd-b4f7-57660c698cc9,36-29333,Q1379621,"['geoId/36', 'geoId/36113']",,geoId/36113,Warren County,930.0,"Glens Falls city, Warren County, New York",14743.0, New York,Warren County,29333,Glens Falls,"Glens Falls city, New York",14743.0,36,29333,Glens Falls,65684.0,36.0,113,Warren County, New York,14743.0,Census ACS5 County Subdivision
Canandaigua,Ontario County,342500954.0,180,84.0,93.0,84,93,geoId/3612155,11109.0,,"['Canandaigua (town), New York']",Canandaigua,,42.8572,-77.3036,,36-12155,Q5031116,['geoId/36069'],,geoId/36069,Ontario County,603.0,"Canandaigua town, Ontario County, New York",11086.0, New York,Ontario County,12155,Canandaigua,"Canandaigua city, New York",10562.0,36,12144,Canandaigua,112288.0,36.0,069,Ontario County, New York,11086.0,Census ACS5 County Subdivision
Ronkonkoma,Suffolk County,132994700.0,178,160.0,94.0,160,94,geoId/3663473,18955.0,37.7,['Ronkonkoma'],Ronkonkoma,1600000US3663473,40.803529,-73.124548,e20442c5-2693-469f-bc2e-b1bbacfde889,36-63473,Q3459768,"['geoId/36', 'geoId/36103', 'geoId/3638000']",,geoId/36103,Suffolk County,,,,,,,,"Ronkonkoma CDP, New York",18838.0,36,63473,Ronkonkoma,1524486.0,36.0,103,Suffolk County, New York,18838.0,Census ACS5 Places
Hudson,Columbia County,152161069.0,177,149.0,95.0,149,95,geoId/3635969,5894.0,39.0,['Hudson'],Hudson,1600000US3635969,42.25,-73.786028,58897072-2562-4032-89d9-50f91a7030ce,36-35969,Q1023499,"['geoId/36', 'geoId/36021', 'zip/12534']",12534,geoId/36021,Columbia County,216.0,"Hudson city, Columbia County, New York",5923.0, New York,Columbia County,35969,Hudson,"Hudson city, New York",5923.0,36,35969,Hudson,61469.0,36.0,021,Columbia County, New York,5923.0,Census ACS5 County Subdivision
Hamburg,Erie County,63963353.0,177,243.0,95.0,243,96,geoId/3631643,,43.9,"['Hamburg', 'Hamburg (village), New York']",Hamburg,1600000US3631643,42.7228,-78.8339,,36-31643,Q3460777,"['geoId/36', 'geoId/36029', 'zip/14075']",14075,geoId/36029,Erie County,297.0,"Hamburg town, Erie County, New York",59982.0, New York,Erie County,31654,Hamburg,"Hamburg village, New York",9749.0,36,31643,Hamburg,951232.0,36.0,029,Erie County, New York,59982.0,Census ACS5 County Subdivision
Corona,Queens County,75571269.0,176,222.0,97.0,222,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360826.0,36.0,081,Queens County, New York,,
Smithtown,Suffolk County,591309640.0,174,56.0,98.0,56,98,geoId/3668000,116296.0,,['Smithtown'],Smithtown,,40.85593,-73.20067,1b2ff3e7-195a-4022-8d5a-37e479a929be,36-68000,Q1594054,['geoId/36103'],,geoId/36103,Suffolk County,870.0,"Smithtown town, Suffolk County, New York",116157.0, New York,Suffolk County,68000,Smithtown,"Smithtown CDP, New York",25588.0,36,67851,Smithtown,1524486.0,36.0,103,Suffolk County, New York,116157.0,Census ACS5 County Subdivision
Long Beach,Nassau County,106157458.0,173,180.0,99.0,180,99,geoId/3643335,35029.0,45.1,['Long Beach'],Long Beach,1600000US3643335,40.585835,-73.665403,1c4af475-ac4e-435c-b27e-1a8e91977a97,36-43335,Q40209,"['geoId/36', 'geoId/36059', 'zip/11561']",11561,geoId/36059,Nassau County,529.0,"Long Beach city, Nassau County, New York",34734.0, New York,Nassau County,43335,Long Beach,"Long Beach city, New York",34734.0,36,43335,Long Beach,1389160.0,36.0,059,Nassau County, New York,34734.0,Census ACS5 County Subdivision
Riverhead,Suffolk County,508295803.0,167,61.0,100.0,61,100,geoId/3661984,35902.0,,['Riverhead'],Riverhead,,40.928333333333,-72.662222222222,,36-61984,Q1770518,['geoId/36103'],,geoId/36103,Suffolk County,867.0,"Riverhead town, Suffolk County, New York",35759.0, New York,Suffolk County,61984,Riverhead,"Riverhead CDP, New York",14388.0,36,61973,Riverhead,1524486.0,36.0,103,Suffolk County, New York,35759.0,Census ACS5 County Subdivision
Merrick,Nassau County,24209385.0,167,353.0,100.0,353,101,geoId/3646668,22040.0,43.3,['Merrick'],Merrick,1600000US3646668,40.651637,-73.551927,1616c85e-a933-441a-969d-4ee2b1112b1e,36-46668,Q2892204,"['geoId/36', 'geoId/36059', 'geoId/3634000']",,geoId/36059,Nassau County,,,,,,,,"Merrick CDP, New York",21004.0,36,46668,Merrick,1389160.0,36.0,059,Nassau County, New York,21004.0,Census ACS5 Places
Vestal,Broome County,236578486.0,166,110.0,102.0,110,102,geoId/3677255,29110.0,,['Vestal'],Vestal,,42.0841,-76.054167,,36-77255,Q3709158,['geoId/36007'],,geoId/36007,Broome County,59.0,"Vestal town, Broome County, New York",29912.0, New York,Broome County,77255,Vestal,,,,,,198365.0,36.0,007,Broome County, New York,29912.0,Census ACS5 County Subdivision
Southampton,Suffolk County,188002449.0,164,121.0,103.0,121,103,geoId/3668473,69036.0,,['Southampton'],Southampton,,40.88427,-72.38953,eca3f0d2-8e02-4f12-96d6-08afce3e5310,36-68473,Q2631643,['geoId/36103'],,geoId/36103,Suffolk County,871.0,"Southampton town, Suffolk County, New York",68441.0, New York,Suffolk County,68473,Southampton,"Southampton village, New York",4481.0,36,68462,Southampton,1524486.0,36.0,103,Suffolk County, New York,68441.0,Census ACS5 County Subdivision
West Hempstead,Nassau County,29001034.0,164,339.0,103.0,339,104,geoId/3680225,19835.0,38.3,['West Hempstead'],West Hempstead,1600000US3680225,40.695816,-73.650454,73b09795-9438-4e99-9215-1ce3c87e7cc8,36-80225,Q2879489,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"West Hempstead CDP, New York",20393.0,36,80225,West Hempstead,1389160.0,36.0,059,Nassau County, New York,20393.0,Census ACS5 Places
North Tonawanda,Niagara County,28382490.0,163,343.0,105.0,343,105,geoId/3653682,30496.0,45.0,['North Tonawanda'],North Tonawanda,1600000US3653682,43.041111111111,-78.868888888889,29a28647-8292-4327-92a5-3f3b59a3d24d,36-53682,Q1378018,"['geoId/36', 'geoId/36063', 'zip/14120']",14120,geoId/36063,Niagara County,542.0,"North Tonawanda city, Niagara County, New York",30479.0, New York,Niagara County,53682,North Tonawanda,"North Tonawanda city, New York",30479.0,36,53682,North Tonawanda,212230.0,36.0,063,Niagara County, New York,30479.0,Census ACS5 County Subdivision
Glen Cove,Nassau County,167596442.0,163,139.0,105.0,139,106,geoId/3629113,28365.0,42.4,['Glen Cove'],Glen Cove,1600000US3629113,40.867222222222,-73.627777777778,07f2c848-acc6-4ab7-a51a-6fb1beaee087,3629113,Q1006668,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,527.0,"Glen Cove city, Nassau County, New York",28132.0, New York,Nassau County,29113,Glen Cove,"Glen Cove city, New York",28132.0,36,29113,Glen Cove,1389160.0,36.0,059,Nassau County, New York,28132.0,Census ACS5 County Subdivision
Cortland,Cortland County,244586221.0,162,108.0,107.0,108,107,geoId/3618388,17556.0,27.1,['Cortland'],Cortland,1600000US3618388,42.600555555556,-76.179127,18779bb3-8ac5-42fe-b90b-7ab3427eeb53,36-18388,Q1380739,"['geoId/36', 'geoId/36023', 'zip/13045']",13045,geoId/36023,Cortland County,224.0,"Cortland city, Cortland County, New York",17574.0, New York,Cortland County,18388,Cortland,"Cortland city, New York",17574.0,36,18388,Cortland,46755.0,36.0,023,Cortland County, New York,17574.0,Census ACS5 County Subdivision
Ossining,Westchester County,182778085.0,159,126.0,108.0,126,108,geoId/3655541,40061.0,,['Ossining'],Ossining,,41.1626,-73.8616,f0fbe587-ba77-403d-9e05-88fad486d0a7,36-55541,Q522356,['geoId/36119'],,geoId/36119,Westchester County,987.0,"Ossining town, Westchester County, New York",39500.0, New York,Westchester County,55541,Ossining,"Ossining village, New York",27076.0,36,55530,Ossining,997904.0,36.0,119,Westchester County, New York,39500.0,Census ACS5 County Subdivision
Mount Kisco,Westchester County,222450365.0,158,114.0,109.0,114,109,geoId/3648890,10959.0,39.8,['Mount Kisco'],Mount Kisco,1600000US3648890,41.201696,-73.728258,757fcb47-4496-4b81-9331-77d34d912cb7,36-48890,Q2412514,"['geoId/36', 'geoId/36119', 'zip/10549']",10549,geoId/36119,Westchester County,980.0,"Mount Kisco town, Westchester County, New York",10835.0, New York,Westchester County,48895,Mount Kisco,"Mount Kisco village, New York",10835.0,36,48890,Mount Kisco,997904.0,36.0,119,Westchester County, New York,10835.0,Census ACS5 County Subdivision
East Meadow,Nassau County,73595807.0,157,225.0,110.0,225,110,geoId/3622502,37796.0,42.3,['East Meadow'],East Meadow,1600000US3622502,40.7136,-73.5558,8ef2ca9b-9cef-437c-b732-d1aff58ed0d8,36-22502,Q2026633,"['geoId/36', 'geoId/36059']",,geoId/36059,Nassau County,,,,,,,,"East Meadow CDP, New York",36856.0,36,22502,East Meadow,1389160.0,36.0,059,Nassau County, New York,36856.0,Census ACS5 Places
Baldwinsville,Onondaga County,34389136.0,155,323.0,111.0,323,111,geoId/3604198,7898.0,45.4,['Baldwinsville'],Baldwinsville,1600000US3604198,43.159706,-76.3333,,36-04198,Q25815,"['geoId/36', 'geoId/36067', 'zip/13027']",13027,geoId/36067,Onondaga County,,,,,,,,"Baldwinsville village, New York",7746.0,36,04198,Baldwinsville,472637.0,36.0,067,Onondaga County, New York,7746.0,Census ACS5 Places
Brentwood,Suffolk County,93689391.0,155,193.0,111.0,193,112,geoId/3608026,62387.0,35.3,['Brentwood'],Brentwood,1600000US3608026,40.7817,-73.2442,49b9bf5c-6c47-4b8e-a887-3ec67545dd84,36-08026,Q3300932,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Brentwood CDP, New York",65042.0,36,08026,Brentwood,1524486.0,36.0,103,Suffolk County, New York,65042.0,Census ACS5 Places
Nyack,Rockland County,411470156.0,154,73.0,113.0,73,113,geoId/3654100,7265.0,40.4,['Nyack'],Nyack,1600000US3654100,41.0925,-73.915236,77d9f600-4c51-4b18-be9e-3be9e6c260f5,36-54100,Q1816652,"['geoId/36', 'geoId/36087']",,geoId/36087,Rockland County,,,,,,,,"Nyack village, New York",7057.0,36,54100,Nyack,337326.0,36.0,087,Rockland County, New York,7057.0,Census ACS5 Places
